127.0.0.1 - - [06/May/2015:10:47:47 +0200] "GET /Datafari/js/AjaxFranceLabs/core/AbstractFacetWidget.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:47:47 +0200] "GET /Datafari/js/AjaxFranceLabs/core/Parameter.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:47:47 +0200] "GET /Datafari/js/AjaxFranceLabs/core/Core.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:47:47 +0200] "GET /Datafari/js/AjaxFranceLabs/core/AbstractModule.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:47:47 +0200] "GET /Datafari/js/AjaxFranceLabs/core/AbstractWidget.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:47:47 +0200] "GET /Datafari/js/AjaxFranceLabs/core/ParameterStore.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:47:47 +0200] "GET /Datafari/js/AjaxFranceLabs/core/AbstractManager.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:47:47 +0200] "GET /Datafari/js/AjaxFranceLabs/modules/Pager.module.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:47:47 +0200] "GET /Datafari/js/AjaxFranceLabs/modules/Autocomplete.module.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:47:47 +0200] "GET /Datafari/css/results-template.css HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:47:47 +0200] "GET /Datafari/js/AjaxFranceLabs/manager/Manager.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:47:47 +0200] "GET /Datafari/css/results-color.css HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:47:47 +0200] "GET /Datafari/css/results-font.css HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:47:47 +0200] "GET /Datafari/css/reset.css HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:47:47 +0200] "GET /Datafari/css/generic.css HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:47:47 +0200] "GET /Datafari/css/checkbox.css HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:47:47 +0200] "GET /Datafari/css/menu.css HTTP/1.1" 404 993
127.0.0.1 - - [06/May/2015:10:47:47 +0200] "GET /Datafari/css/template.css HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:47:47 +0200] "GET /Datafari/css/font.css HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:47:47 +0200] "GET /Datafari/css/color.css HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:47:47 +0200] "GET /Datafari/js/AjaxFranceLabs/widgets/SearchBar.widget.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:47:47 +0200] "GET /Datafari/js/AjaxFranceLabs/widgets/SearchInformation.widget.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:47:47 +0200] "GET /Datafari/js/AjaxFranceLabs/widgets/Table.widget.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:47:47 +0200] "GET /Datafari/js/AjaxFranceLabs/widgets/Result.widget.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:47:47 +0200] "GET /Datafari/js/AjaxFranceLabs/widgets/TableFacetQueriesWidget.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:47:47 +0200] "GET /Datafari/js/AjaxFranceLabs/widgets/Spellchecker.widget.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:47:47 +0200] "GET /Datafari/js/main.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:47:47 +0200] "GET /Datafari/js/search.js HTTP/1.1" 200 6822
127.0.0.1 - - [06/May/2015:10:47:47 +0200] "GET /Datafari/js/AjaxFranceLabs/widgets/Capsule.widget.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:47:47 +0200] "GET /Datafari/js/AjaxFranceLabs/widgets/TableMobile.widget.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:47:47 +0200] "GET /Datafari/js/AjaxFranceLabs/locale/en.json HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:47:48 +0200] "GET /Datafari/images/jquery-ui/ui-bg_flat_75_ffffff_40x100.png HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:47:48 +0200] "GET /Datafari/images/check_radio_sheet.png HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:47:48 +0200] "GET /Datafari/js/AjaxFranceLabs/images/search_ico.png HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:47:48 +0200] "GET /Datafari/js/AjaxFranceLabs/images/open_ico.png HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:47:48 +0200] "GET /Datafari/js/AjaxFranceLabs/images/close_ico.png HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:47:48 +0200] "GET /Datafari/images/loader-000000-circle.gif HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:47:48 +0200] "GET /datafari-solr/FileShare/select?facet.query=%7B%21key%3DMoins%2520d%27un%2520mois+ex%3Dquery%7Dlast_modified%3A%5BNOW-1MONTH+TO+NOW%5D&facet.query=%7B%21key%3DMoins%2520d%27un%2520an+ex%3Dquery%7Dlast_modified%3A%5BNOW-1YEAR+TO+NOW%5D&facet.query=%7B%21key%3DMoins%2520de%2520cinq%2520ans+ex%3Dquery%7Dlast_modified%3A%5BNOW-5YEARS+TO+NOW%5D&q=*%3A*&facet.field=%7B%21ex%3Dcategorie%7Dcategorie&json.wrf=jQuery18102713099995162338_1430902067948&fl=title%2Curl%2Cid%2Cextension&q.op=AND&id=dfbdfe79-5c80-4c26-b8a4-fbb33539f211&sort=score+desc&rows=10&facet=true&wt=javabin&_=1430902068188&qt=%2Fselect&version=2 HTTP/1.1" 200 6323
127.0.0.1 - - [06/May/2015:10:47:48 +0200] "GET /datafari-solr/Statistics/get?qt=%2Fget&id=dfbdfe79-5c80-4c26-b8a4-fbb33539f211&fl=id&wt=javabin&version=2 HTTP/1.1" 200 8
127.0.0.1 - - [06/May/2015:10:47:48 +0200] "GET /Datafari/SearchProxy/select?fl=title%2Curl%2Cid%2Cextension&facet=true&q=*%3A*&rows=10&facet.field={!ex%3Dcategorie}categorie&facet.query=%7B!key%3DMoins%2520d%27un%2520mois%20ex%3Dquery%7Dlast_modified%3A%5BNOW-1MONTH%20TO%20NOW%5D&facet.query=%7B!key%3DMoins%2520d%27un%2520an%20ex%3Dquery%7Dlast_modified%3A%5BNOW-1YEAR%20TO%20NOW%5D&facet.query=%7B!key%3DMoins%2520de%2520cinq%2520ans%20ex%3Dquery%7Dlast_modified%3A%5BNOW-5YEARS%20TO%20NOW%5D&id=dfbdfe79-5c80-4c26-b8a4-fbb33539f211&sort=score%20desc&q.op=AND&wt=json&json.wrf=jQuery18102713099995162338_1430902067948&_=1430902068188 HTTP/1.1" 200 6800
127.0.0.1 - - [06/May/2015:10:47:48 +0200] "POST /datafari-solr/Statistics/update?wt=javabin&version=2 HTTP/1.1" 200 40
127.0.0.1 - - [06/May/2015:10:47:53 +0200] "POST /datafari-solr/Statistics/update?wt=javabin&version=2 HTTP/1.1" 200 40
127.0.0.1 - - [06/May/2015:10:47:53 +0200] "GET /Datafari/URL?url=http://www.webtimemedias.com/article/les-tendances-du-marche-de-l%E2%80%99immobilier-en-2010-l%E2%80%99interview-de-philippe-gautier&id=dfbdfe79-5c80-4c26-b8a4-fbb33539f211&q=*:*&position=1 HTTP/1.1" 200 244
127.0.0.1 - - [06/May/2015:10:49:13 +0200] "GET /Datafari/Search?searchType=allWords&query= HTTP/1.1" 200 3621
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/css/results.css HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/css/main.css HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/js/function/empty.func.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/js/jquery-1.8.1.min.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/js/jquery-ui-1.8.23.min.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/js/AjaxFranceLabs/uuid.core.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/js/AjaxFranceLabs/core/Core.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/js/AjaxFranceLabs/i18njs.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/js/AjaxFranceLabs/core/AbstractModule.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/js/AjaxFranceLabs/core/AbstractWidget.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/js/AjaxFranceLabs/core/AbstractFacetWidget.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/js/AjaxFranceLabs/core/Parameter.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/css/results-template.css HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/css/results-font.css HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/css/results-color.css HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/css/reset.css HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/css/generic.css HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/css/menu.css HTTP/1.1" 404 993
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/css/checkbox.css HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/css/color.css HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/css/font.css HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/css/template.css HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/js/AjaxFranceLabs/core/AbstractManager.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/js/AjaxFranceLabs/core/ParameterStore.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/js/AjaxFranceLabs/widgets/SearchBar.widget.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/js/AjaxFranceLabs/manager/Manager.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/js/AjaxFranceLabs/modules/Pager.module.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/js/AjaxFranceLabs/widgets/Result.widget.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/js/AjaxFranceLabs/widgets/SearchInformation.widget.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/js/AjaxFranceLabs/widgets/Table.widget.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/js/AjaxFranceLabs/modules/Autocomplete.module.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/js/AjaxFranceLabs/widgets/TableFacetQueriesWidget.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/js/AjaxFranceLabs/widgets/Capsule.widget.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/js/AjaxFranceLabs/widgets/TableMobile.widget.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/js/AjaxFranceLabs/widgets/Spellchecker.widget.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/js/main.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/js/search.js HTTP/1.1" 200 6842
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/js/AjaxFranceLabs/locale/en.json HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /datafari-solr/FileShare/select?facet.query=%7B%21key%3DMoins%2520d%27un%2520mois+ex%3Dquery%7Dlast_modified%3A%5BNOW-1MONTH+TO+NOW%5D&facet.query=%7B%21key%3DMoins%2520d%27un%2520an+ex%3Dquery%7Dlast_modified%3A%5BNOW-1YEAR+TO+NOW%5D&facet.query=%7B%21key%3DMoins%2520de%2520cinq%2520ans+ex%3Dquery%7Dlast_modified%3A%5BNOW-5YEARS+TO+NOW%5D&q=*%3A*&facet.field=%7B%21ex%3Dcategorie%7Dcategorie&json.wrf=jQuery18108311705288942903_1430902154065&fl=title%2Curl%2Cid%2Cextension&q.op=AND&id=e8821fcc-20fb-4599-aca3-396f2501da1e&sort=score+desc&rows=10&facet=true&wt=javabin&_=1430902154339&qt=%2Fselect&version=2 HTTP/1.1" 200 6323
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /datafari-solr/Statistics/get?qt=%2Fget&id=e8821fcc-20fb-4599-aca3-396f2501da1e&fl=id&wt=javabin&version=2 HTTP/1.1" 200 8
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "POST /datafari-solr/Statistics/update?wt=javabin&version=2 HTTP/1.1" 200 40
127.0.0.1 - - [06/May/2015:10:49:14 +0200] "GET /Datafari/SearchProxy/select?fl=title%2Curl%2Cid%2Cextension&facet=true&q=*%3A*&rows=10&facet.field={!ex%3Dcategorie}categorie&facet.query=%7B!key%3DMoins%2520d%27un%2520mois%20ex%3Dquery%7Dlast_modified%3A%5BNOW-1MONTH%20TO%20NOW%5D&facet.query=%7B!key%3DMoins%2520d%27un%2520an%20ex%3Dquery%7Dlast_modified%3A%5BNOW-1YEAR%20TO%20NOW%5D&facet.query=%7B!key%3DMoins%2520de%2520cinq%2520ans%20ex%3Dquery%7Dlast_modified%3A%5BNOW-5YEARS%20TO%20NOW%5D&id=e8821fcc-20fb-4599-aca3-396f2501da1e&sort=score%20desc&q.op=AND&wt=json&json.wrf=jQuery18108311705288942903_1430902154065&_=1430902154339 HTTP/1.1" 200 6800
127.0.0.1 - - [06/May/2015:10:49:15 +0200] "POST /datafari-solr/Statistics/update?wt=javabin&version=2 HTTP/1.1" 200 40
127.0.0.1 - - [06/May/2015:10:49:15 +0200] "GET /Datafari/URL?url=http://www.webtimemedias.com/article/les-tendances-du-marche-de-l%E2%80%99immobilier-en-2010-l%E2%80%99interview-de-philippe-gautier&id=e8821fcc-20fb-4599-aca3-396f2501da1e&q=*:*&position=1 HTTP/1.1" 200 244
127.0.0.1 - - [06/May/2015:10:49:22 +0200] "GET /Datafari/Search?searchType=allWords&query= HTTP/1.1" 200 3621
127.0.0.1 - - [06/May/2015:10:49:22 +0200] "GET /Datafari/css/main.css HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:22 +0200] "GET /Datafari/js/jquery-1.8.1.min.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:22 +0200] "GET /Datafari/js/function/empty.func.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:22 +0200] "GET /Datafari/css/results.css HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:22 +0200] "GET /Datafari/js/jquery-ui-1.8.23.min.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:22 +0200] "GET /Datafari/js/AjaxFranceLabs/core/Core.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:22 +0200] "GET /Datafari/js/AjaxFranceLabs/core/AbstractWidget.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:22 +0200] "GET /Datafari/js/AjaxFranceLabs/core/AbstractModule.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:22 +0200] "GET /Datafari/js/AjaxFranceLabs/uuid.core.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:22 +0200] "GET /Datafari/js/AjaxFranceLabs/manager/Manager.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:22 +0200] "GET /Datafari/js/AjaxFranceLabs/core/AbstractManager.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:22 +0200] "GET /Datafari/js/AjaxFranceLabs/core/Parameter.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:22 +0200] "GET /Datafari/js/AjaxFranceLabs/core/AbstractFacetWidget.js HTTP/1.1" 304 -
127.0.0.1 - - [06/May/2015:10:49:22 +0200] "GET /Datafari/js/AjaxFranceLabs/i18njs.js HTTP/1.1" 304 -
