127.0.0.1 - - [10/Jun/2015:10:11:46 +0200] "GET / HTTP/1.1" 200 11243
127.0.0.1 - - [10/Jun/2015:10:13:32 +0200] "GET /Datafari HTTP/1.1" 302 -
127.0.0.1 - - [10/Jun/2015:10:13:32 +0200] "GET /Datafari/ HTTP/1.1" 200 2581
127.0.0.1 - - [10/Jun/2015:10:13:32 +0200] "GET /Datafari/css/menu.css HTTP/1.1" 404 993
127.0.0.1 - - [10/Jun/2015:10:13:32 +0200] "GET /Datafari/js/AjaxFranceLabs/i18njs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/Jun/2015:10:13:32 +0200] "GET /Datafari/js/AjaxFranceLabs/widgets/SearchBar.widget.js HTTP/1.1" 304 -
127.0.0.1 - - [10/Jun/2015:10:13:32 +0200] "GET /Datafari/js/main.js HTTP/1.1" 304 -
127.0.0.1 - - [10/Jun/2015:10:13:32 +0200] "GET /Datafari/css/results-color.css HTTP/1.1" 304 -
127.0.0.1 - - [10/Jun/2015:10:13:32 +0200] "GET /Datafari/css/color.css HTTP/1.1" 304 -
127.0.0.1 - - [10/Jun/2015:10:13:32 +0200] "GET /Datafari/js/AjaxFranceLabs/locale/en.json HTTP/1.1" 200 1407
127.0.0.1 - - [10/Jun/2015:10:13:32 +0200] "GET /Datafari/images/check_radio_sheet.png HTTP/1.1" 304 -
127.0.0.1 - - [10/Jun/2015:10:13:34 +0200] "GET /Datafari/admin HTTP/1.1" 302 -
127.0.0.1 - - [10/Jun/2015:10:13:34 +0200] "GET /Datafari/admin/ HTTP/1.1" 200 813
127.0.0.1 - admin [10/Jun/2015:10:13:35 +0200] "POST /Datafari/login.jsp HTTP/1.1" 302 -
127.0.0.1 - - [10/Jun/2015:10:13:35 +0200] "GET /Datafari/admin HTTP/1.1" 302 -
127.0.0.1 - admin [10/Jun/2015:10:13:35 +0200] "GET /Datafari/admin/ HTTP/1.1" 200 10314
127.0.0.1 - admin [10/Jun/2015:10:13:35 +0200] "GET /Datafari/plugins/fancybox/jquery.fancybox.css HTTP/1.1" 404 1041
127.0.0.1 - admin [10/Jun/2015:10:13:35 +0200] "GET /Datafari/admin/i18nInit.js HTTP/1.1" 304 -
127.0.0.1 - admin [10/Jun/2015:10:13:35 +0200] "GET /Datafari/admin/img/avatar.jpg HTTP/1.1" 404 1009
127.0.0.1 - admin [10/Jun/2015:10:13:35 +0200] "GET /Datafari/img/devoops_getdata.gif HTTP/1.1" 404 1015
127.0.0.1 - admin [10/Jun/2015:10:13:35 +0200] "GET /Datafari/img/logo.png HTTP/1.1" 404 993
127.0.0.1 - admin [10/Jun/2015:10:13:36 +0200] "GET /Datafari/admin/ajax/dashboard.html HTTP/1.1" 404 1019
127.0.0.1 - admin [10/Jun/2015:10:13:39 +0200] "GET /Datafari/ajax/Capsules.html HTTP/1.1" 200 22581
127.0.0.1 - admin [10/Jun/2015:10:13:39 +0200] "GET /Datafari/plugins/jquery/jquery.min.js?_=1433924015921 HTTP/1.1" 200 84245
127.0.0.1 - admin [10/Jun/2015:10:13:39 +0200] "GET /Datafari/plugins/jquery-ui/jquery-ui.min.js?_=1433924015922 HTTP/1.1" 200 238314
127.0.0.1 - admin [10/Jun/2015:10:13:39 +0200] "GET /Datafari/admin/i18nInit.js?_=1433924015923 HTTP/1.1" 200 113
127.0.0.1 - admin [10/Jun/2015:10:13:39 +0200] "GET /Datafari/js/AjaxFranceLabs/i18njs.js?_=1433924015924 HTTP/1.1" 200 2345
127.0.0.1 - admin [10/Jun/2015:10:15:32 +0200] "GET /Datafari/admin/ HTTP/1.1" 200 10314
127.0.0.1 - admin [10/Jun/2015:10:15:32 +0200] "GET /Datafari/css/mainbis.css HTTP/1.1" 304 -
127.0.0.1 - admin [10/Jun/2015:10:15:32 +0200] "GET /Datafari/plugins/bootstrap/bootstrap.css HTTP/1.1" 304 -
127.0.0.1 - admin [10/Jun/2015:10:15:32 +0200] "GET /Datafari/plugins/jquery-ui/jquery-ui.min.css HTTP/1.1" 304 -
127.0.0.1 - admin [10/Jun/2015:10:15:32 +0200] "GET /Datafari/plugins/fullcalendar/fullcalendar.css HTTP/1.1" 304 -
127.0.0.1 - admin [10/Jun/2015:10:15:32 +0200] "GET /Datafari/plugins/xcharts/xcharts.min.css HTTP/1.1" 304 -
127.0.0.1 - admin [10/Jun/2015:10:15:32 +0200] "GET /Datafari/plugins/fancybox/jquery.fancybox.css HTTP/1.1" 404 1041
127.0.0.1 - admin [10/Jun/2015:10:15:32 +0200] "GET /Datafari/plugins/select2/select2.css HTTP/1.1" 304 -
127.0.0.1 - admin [10/Jun/2015:10:15:32 +0200] "GET /Datafari/css/style_v2.css HTTP/1.1" 304 -
127.0.0.1 - admin [10/Jun/2015:10:15:32 +0200] "GET /Datafari/plugins/justified-gallery/justifiedGallery.css HTTP/1.1" 304 -
127.0.0.1 - admin [10/Jun/2015:10:15:32 +0200] "GET /Datafari/plugins/chartist/chartist.min.css HTTP/1.1" 304 -
127.0.0.1 - admin [10/Jun/2015:10:15:32 +0200] "GET /Datafari/plugins/jquery/jquery.min.js HTTP/1.1" 304 -
127.0.0.1 - admin [10/Jun/2015:10:15:32 +0200] "GET /Datafari/plugins/jquery-ui/jquery-ui.min.js HTTP/1.1" 304 -
127.0.0.1 - admin [10/Jun/2015:10:15:32 +0200] "GET /Datafari/admin/i18nInit.js HTTP/1.1" 304 -
127.0.0.1 - admin [10/Jun/2015:10:15:32 +0200] "GET /Datafari/js/AjaxFranceLabs/i18njs.js HTTP/1.1" 304 -
127.0.0.1 - admin [10/Jun/2015:10:15:32 +0200] "GET /Datafari/plugins/bootstrap/bootstrap.min.js HTTP/1.1" 304 -
127.0.0.1 - admin [10/Jun/2015:10:15:32 +0200] "GET /Datafari/plugins/justified-gallery/jquery.justifiedGallery.min.js HTTP/1.1" 304 -
127.0.0.1 - admin [10/Jun/2015:10:15:32 +0200] "GET /Datafari/plugins/tinymce/tinymce.min.js HTTP/1.1" 304 -
127.0.0.1 - admin [10/Jun/2015:10:15:32 +0200] "GET /Datafari/plugins/tinymce/jquery.tinymce.min.js HTTP/1.1" 304 -
127.0.0.1 - admin [10/Jun/2015:10:15:32 +0200] "GET /Datafari/js/devoops.js HTTP/1.1" 304 -
127.0.0.1 - admin [10/Jun/2015:10:15:32 +0200] "GET /Datafari/css/color.css HTTP/1.1" 304 -
127.0.0.1 - admin [10/Jun/2015:10:15:32 +0200] "GET /Datafari/css/templatebis.css HTTP/1.1" 304 -
127.0.0.1 - admin [10/Jun/2015:10:15:32 +0200] "GET /Datafari/admin/img/avatar.jpg HTTP/1.1" 404 1009
127.0.0.1 - admin [10/Jun/2015:10:15:32 +0200] "GET /Datafari/img/devoops_getdata.gif HTTP/1.1" 404 1015
127.0.0.1 - admin [10/Jun/2015:10:15:32 +0200] "GET /Datafari/img/logo.png HTTP/1.1" 404 993
127.0.0.1 - admin [10/Jun/2015:10:15:32 +0200] "GET /Datafari/js/AjaxFranceLabs/locale/en.json HTTP/1.1" 200 1436
127.0.0.1 - admin [10/Jun/2015:10:15:32 +0200] "GET /Datafari/ajax/Capsules.html HTTP/1.1" 200 22600
127.0.0.1 - admin [10/Jun/2015:10:15:32 +0200] "GET /Datafari/plugins/jquery/jquery.min.js?_=1433924132367 HTTP/1.1" 200 84245
127.0.0.1 - admin [10/Jun/2015:10:15:32 +0200] "GET /Datafari/plugins/jquery-ui/jquery-ui.min.js?_=1433924132368 HTTP/1.1" 200 238314
127.0.0.1 - admin [10/Jun/2015:10:15:32 +0200] "GET /Datafari/admin/i18nInit.js?_=1433924132369 HTTP/1.1" 200 113
127.0.0.1 - admin [10/Jun/2015:10:15:32 +0200] "GET /Datafari/js/AjaxFranceLabs/i18njs.js?_=1433924132370 HTTP/1.1" 200 2345
127.0.0.1 - admin [10/Jun/2015:10:15:32 +0200] "GET /Datafari/js/AjaxFranceLabs/locale/en.json HTTP/1.1" 304 -
127.0.0.1 - admin [10/Jun/2015:10:15:37 +0200] "GET /Datafari/admin/ HTTP/1.1" 200 10314
127.0.0.1 - admin [10/Jun/2015:10:15:37 +0200] "GET /Datafari/css/mainbis.css HTTP/1.1" 304 -
127.0.0.1 - admin [10/Jun/2015:10:15:37 +0200] "GET /Datafari/plugins/bootstrap/bootstrap.css HTTP/1.1" 304 -
127.0.0.1 - admin [10/Jun/2015:10:15:37 +0200] "GET /Datafari/plugins/jquery-ui/jquery-ui.min.css HTTP/1.1" 304 -
127.0.0.1 - admin [10/Jun/2015:10:15:37 +0200] "GET /Datafari/plugins/fancybox/jquery.fancybox.css HTTP/1.1" 404 1041
127.0.0.1 - admin [10/Jun/2015:10:15:37 +0200] "GET /Datafari/plugins/fullcalendar/fullcalendar.css HTTP/1.1" 304 -
127.0.0.1 - admin [10/Jun/2015:10:15:37 +0200] "GET /Datafari/plugins/xcharts/xcharts.min.css HTTP/1.1" 304 -
127.0.0.1 - admin [10/Jun/2015:10:15:37 +0200] "GET /Datafari/plugins/select2/select2.css HTTP/1.1" 304 -
127.0.0.1 - admin [10/Jun/2015:10:15:37 +0200] "GET /Datafari/plugins/justified-gallery/justifiedGallery.css HTTP/1.1" 304 -
127.0.0.1 - admin [10/Jun/2015:10:15:37 +0200] "GET /Datafari/css/style_v2.css HTTP/1.1" 304 -
