127.0.0.1 - - [04/May/2015:10:26:04 +0200] "GET / HTTP/1.1" 200 11243
127.0.0.1 - - [04/May/2015:10:26:11 +0200] "GET /Datafari HTTP/1.1" 302 -
127.0.0.1 - - [04/May/2015:10:26:11 +0200] "GET /Datafari/ HTTP/1.1" 200 2561
127.0.0.1 - - [04/May/2015:10:26:11 +0200] "GET /Datafari/js/AjaxFranceLabs/widgets/SearchBar.widget.js HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2015:10:26:11 +0200] "GET /Datafari/js/AjaxFranceLabs/modules/Pager.module.js HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2015:10:26:11 +0200] "GET /Datafari/css/menu.css HTTP/1.1" 404 993
127.0.0.1 - - [04/May/2015:10:26:11 +0200] "GET /Datafari/css/template.css HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2015:10:26:11 +0200] "GET /Datafari/css/font.css HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2015:10:26:11 +0200] "GET /Datafari/css/color.css HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2015:10:26:11 +0200] "GET /Datafari/js/searchBar.js HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2015:10:26:11 +0200] "GET /Datafari/css/results-template.css HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2015:10:26:11 +0200] "GET /Datafari/css/results-color.css HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2015:10:26:11 +0200] "GET /Datafari/images/logo-search.png HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2015:10:26:11 +0200] "GET /Datafari/images/check_radio_sheet.png HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2015:10:26:12 +0200] "GET /Datafari/admin HTTP/1.1" 302 -
127.0.0.1 - - [04/May/2015:10:26:12 +0200] "GET /Datafari/admin/ HTTP/1.1" 200 813
127.0.0.1 - admin [04/May/2015:10:26:14 +0200] "POST /Datafari/login.jsp HTTP/1.1" 302 -
127.0.0.1 - - [04/May/2015:10:26:14 +0200] "GET /Datafari/admin HTTP/1.1" 302 -
127.0.0.1 - admin [04/May/2015:10:26:14 +0200] "GET /Datafari/admin/ HTTP/1.1" 200 2167
127.0.0.1 - admin [04/May/2015:10:26:14 +0200] "GET /Datafari/css/menu.css HTTP/1.1" 404 993
127.0.0.1 - admin [04/May/2015:10:26:14 +0200] "GET /Datafari/admin/images/bullet.png HTTP/1.1" 404 1015
127.0.0.1 - - [04/May/2015:10:26:21 +0200] "GET /Datafari HTTP/1.1" 302 -
127.0.0.1 - admin [04/May/2015:10:26:21 +0200] "GET /Datafari/ HTTP/1.1" 200 2561
127.0.0.1 - admin [04/May/2015:10:26:21 +0200] "GET /Datafari/css/menu.css HTTP/1.1" 404 993
127.0.0.1 - admin [04/May/2015:10:26:22 +0200] "GET /Datafari/Search?searchType=allWords&query= HTTP/1.1" 200 3621
127.0.0.1 - admin [04/May/2015:10:26:22 +0200] "GET /Datafari/css/menu.css HTTP/1.1" 404 993
127.0.0.1 - admin [04/May/2015:10:26:22 +0200] "GET /Datafari/js/AjaxFranceLabs/widgets/Result.widget.js HTTP/1.1" 304 -
127.0.0.1 - admin [04/May/2015:10:26:22 +0200] "GET /Datafari/js/AjaxFranceLabs/widgets/Table.widget.js HTTP/1.1" 304 -
127.0.0.1 - admin [04/May/2015:10:26:22 +0200] "GET /Datafari/js/AjaxFranceLabs/widgets/TableMobile.widget.js HTTP/1.1" 304 -
127.0.0.1 - admin [04/May/2015:10:26:22 +0200] "GET /Datafari/js/search.js HTTP/1.1" 304 -
127.0.0.1 - admin [04/May/2015:10:26:22 +0200] "GET /Datafari/js/AjaxFranceLabs/widgets/Capsule.widget.js HTTP/1.1" 304 -
127.0.0.1 - admin [04/May/2015:10:26:22 +0200] "GET /Datafari/js/AjaxFranceLabs/images/open_ico.png HTTP/1.1" 304 -
127.0.0.1 - admin [04/May/2015:10:26:22 +0200] "GET /Datafari/js/AjaxFranceLabs/images/close_ico.png HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2015:10:26:23 +0200] "GET /datafari-solr/FileShare/select?facet.query=%7B%21key%3DLess%2520than%25201%2520month+ex%3Dquery%7Dlast_modified%3A%5BNOW-1MONTH+TO+NOW%5D&facet.query=%7B%21key%3DLess%2520than%25201%2520year+ex%3Dquery%7Dlast_modified%3A%5BNOW-1YEAR+TO+NOW%5D&facet.query=%7B%21key%3DLess%2520than%25205%2520years+ex%3Dquery%7Dlast_modified%3A%5BNOW-5YEARS+TO+NOW%5D&q=*%3A*&facet.field=%7B%21ex%3Dcategorie%7Dcategorie&json.wrf=jQuery181014464885205961764_1430727982747&fl=title%2Curl%2Cid%2Cextension&q.op=AND&id=2a34a5fa-797f-4527-bf44-ae9dfe33a987&sort=score+desc&rows=10&facet=true&wt=javabin&_=1430727982973&qt=%2Fselect&version=2 HTTP/1.1" 200 14723
