127.0.0.1 - - [30/Apr/2015:10:26:10 +0200] "GET / HTTP/1.1" 200 11243
127.0.0.1 - - [30/Apr/2015:10:26:16 +0200] "GET /Datafari HTTP/1.1" 302 -
127.0.0.1 - - [30/Apr/2015:10:26:16 +0200] "GET /Datafari/ HTTP/1.1" 200 2561
127.0.0.1 - - [30/Apr/2015:10:26:16 +0200] "GET /Datafari/css/results-color.css HTTP/1.1" 304 -
127.0.0.1 - - [30/Apr/2015:10:26:16 +0200] "GET /Datafari/css/results-template.css HTTP/1.1" 304 -
127.0.0.1 - - [30/Apr/2015:10:26:16 +0200] "GET /Datafari/css/menu.css HTTP/1.1" 404 993
127.0.0.1 - - [30/Apr/2015:10:26:16 +0200] "GET /Datafari/css/template.css HTTP/1.1" 304 -
127.0.0.1 - - [30/Apr/2015:10:26:16 +0200] "GET /Datafari/css/color.css HTTP/1.1" 304 -
127.0.0.1 - - [30/Apr/2015:10:26:16 +0200] "GET /Datafari/css/font.css HTTP/1.1" 304 -
127.0.0.1 - - [30/Apr/2015:10:26:17 +0200] "GET /Datafari/images/check_radio_sheet.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Apr/2015:10:26:19 +0200] "GET /Datafari/Search?searchType=allWords&query= HTTP/1.1" 200 3621
127.0.0.1 - - [30/Apr/2015:10:26:19 +0200] "GET /Datafari/css/menu.css HTTP/1.1" 404 993
127.0.0.1 - - [30/Apr/2015:10:26:19 +0200] "GET /Datafari/js/AjaxFranceLabs/widgets/TableMobile.widget.js HTTP/1.1" 304 -
127.0.0.1 - - [30/Apr/2015:10:26:19 +0200] "GET /Datafari/js/search.js HTTP/1.1" 304 -
127.0.0.1 - - [30/Apr/2015:10:26:19 +0200] "GET /Datafari/js/AjaxFranceLabs/widgets/Table.widget.js HTTP/1.1" 304 -
127.0.0.1 - - [30/Apr/2015:10:26:19 +0200] "GET /Datafari/js/AjaxFranceLabs/images/open_ico.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Apr/2015:10:26:20 +0200] "GET /datafari-solr/FileShare/select?q=*%3A*&facet.field=%7B%21ex%3Dcategorie%7Dcategorie&json.wrf=jQuery18108941535863559693_1430382379614&fl=title%2Curl%2Cid%2Cextension&q.op=AND&id=c0e54cec-b5b4-408a-87aa-8ee0838ce020&sort=score+desc&rows=10&facet=true&wt=javabin&_=1430382379815&qt=%2Fselect&version=2 HTTP/1.1" 200 4589
127.0.0.1 - - [30/Apr/2015:10:26:20 +0200] "GET /datafari-solr/Statistics/get?qt=%2Fget&id=c0e54cec-b5b4-408a-87aa-8ee0838ce020&fl=id&wt=javabin&version=2 HTTP/1.1" 200 8
127.0.0.1 - - [30/Apr/2015:10:26:20 +0200] "POST /datafari-solr/Statistics/update?wt=javabin&version=2 HTTP/1.1" 200 41
127.0.0.1 - - [30/Apr/2015:10:26:20 +0200] "GET /Datafari/SearchProxy/select?fl=title%2Curl%2Cid%2Cextension&facet=true&q=*%3A*&rows=10&facet.field={!ex%3Dcategorie}categorie&id=c0e54cec-b5b4-408a-87aa-8ee0838ce020&sort=score%20desc&q.op=AND&wt=json&json.wrf=jQuery18108941535863559693_1430382379614&_=1430382379815 HTTP/1.1" 200 5335
127.0.0.1 - - [30/Apr/2015:10:26:20 +0200] "GET /Datafari/images/icons/web_page-icon-24x24.png HTTP/1.1" 404 1041
127.0.0.1 - - [30/Apr/2015:10:26:20 +0200] "GET /Datafari/images/icons/web_page-icon-24x24.png HTTP/1.1" 404 1041
127.0.0.1 - - [30/Apr/2015:10:26:20 +0200] "GET /Datafari/images/icons/web_page-icon-24x24.png HTTP/1.1" 404 1041
127.0.0.1 - - [30/Apr/2015:10:26:20 +0200] "GET /Datafari/images/icons/web_page-icon-24x24.png HTTP/1.1" 404 1041
127.0.0.1 - - [30/Apr/2015:10:26:20 +0200] "GET /Datafari/images/icons/web_page-icon-24x24.png HTTP/1.1" 404 1041
127.0.0.1 - - [30/Apr/2015:10:26:20 +0200] "GET /Datafari/images/icons/web_page-icon-24x24.png HTTP/1.1" 404 1041
127.0.0.1 - - [30/Apr/2015:10:26:20 +0200] "GET /Datafari/images/icons/web_page-icon-24x24.png HTTP/1.1" 404 1041
127.0.0.1 - - [30/Apr/2015:10:26:20 +0200] "GET /Datafari/images/icons/web_page-icon-24x24.png HTTP/1.1" 404 1041
127.0.0.1 - - [30/Apr/2015:10:26:20 +0200] "GET /Datafari/images/icons/web_page-icon-24x24.png HTTP/1.1" 404 1041
127.0.0.1 - - [30/Apr/2015:10:26:20 +0200] "GET /Datafari/images/icons/web_page-icon-24x24.png HTTP/1.1" 404 1041
127.0.0.1 - - [30/Apr/2015:10:26:20 +0200] "GET /Datafari/images/icons/web_page-icon-24x24.png HTTP/1.1" 404 1041
127.0.0.1 - - [30/Apr/2015:10:27:36 +0200] "GET /Datafari/admin HTTP/1.1" 302 -
127.0.0.1 - - [30/Apr/2015:10:27:36 +0200] "GET /Datafari/admin/ HTTP/1.1" 200 813
127.0.0.1 - admin [30/Apr/2015:10:27:37 +0200] "POST /Datafari/login.jsp HTTP/1.1" 302 -
127.0.0.1 - - [30/Apr/2015:10:27:37 +0200] "GET /Datafari/admin HTTP/1.1" 302 -
127.0.0.1 - admin [30/Apr/2015:10:27:37 +0200] "GET /Datafari/admin/ HTTP/1.1" 200 2167
127.0.0.1 - admin [30/Apr/2015:10:27:37 +0200] "GET /Datafari/css/menu.css HTTP/1.1" 404 993
127.0.0.1 - admin [30/Apr/2015:10:27:37 +0200] "GET /Datafari/admin/images/bullet.png HTTP/1.1" 404 1015
127.0.0.1 - admin [30/Apr/2015:10:27:39 +0200] "GET /Datafari/admin/manifoldcf.jsp HTTP/1.1" 200 2480
127.0.0.1 - admin [30/Apr/2015:10:27:39 +0200] "GET /Datafari/css/menu.css HTTP/1.1" 404 993
127.0.0.1 - - [30/Apr/2015:10:27:39 +0200] "GET /datafari-mcf-crawler-ui HTTP/1.1" 302 -
127.0.0.1 - - [30/Apr/2015:10:27:39 +0200] "GET /datafari-mcf-crawler-ui/ HTTP/1.1" 302 -
127.0.0.1 - - [30/Apr/2015:10:27:39 +0200] "GET /datafari-mcf-crawler-ui/login.jsp HTTP/1.1" 200 2057
127.0.0.1 - - [30/Apr/2015:10:27:42 +0200] "POST /datafari-mcf-crawler-ui/setupAdminProfile.jsp HTTP/1.1" 302 -
127.0.0.1 - - [30/Apr/2015:10:27:42 +0200] "GET /datafari-mcf-crawler-ui/index.jsp HTTP/1.1" 200 4165
127.0.0.1 - - [30/Apr/2015:10:27:44 +0200] "GET /datafari-mcf-crawler-ui/listgroups.jsp HTTP/1.1" 200 5226
127.0.0.1 - - [30/Apr/2015:10:27:46 +0200] "GET /datafari-mcf-crawler-ui/listconnections.jsp HTTP/1.1" 200 5931
127.0.0.1 - - [30/Apr/2015:10:27:50 +0200] "GET /datafari-mcf-crawler-ui/listjobs.jsp HTTP/1.1" 200 7938
127.0.0.1 - - [30/Apr/2015:10:27:51 +0200] "GET /datafari-mcf-crawler-ui/editjob.jsp?jobid=1430298822665 HTTP/1.1" 200 19706
127.0.0.1 - - [30/Apr/2015:10:27:53 +0200] "POST /datafari-mcf-crawler-ui/execute.jsp HTTP/1.1" 200 19861
127.0.0.1 - - [30/Apr/2015:10:28:29 +0200] "POST /datafari-mcf-crawler-ui/execute.jsp HTTP/1.1" 200 11872
127.0.0.1 - - [30/Apr/2015:10:28:31 +0200] "GET /datafari-mcf-crawler-ui/listjobs.jsp HTTP/1.1" 200 7938
127.0.0.1 - - [30/Apr/2015:10:28:33 +0200] "GET /datafari-mcf-crawler-ui/editjob.jsp?jobid=1430298822573 HTTP/1.1" 200 19700
127.0.0.1 - - [30/Apr/2015:10:28:35 +0200] "POST /datafari-mcf-crawler-ui/execute.jsp HTTP/1.1" 200 19855
127.0.0.1 - - [30/Apr/2015:10:28:44 +0200] "POST /datafari-mcf-crawler-ui/execute.jsp HTTP/1.1" 200 11868
127.0.0.1 - - [30/Apr/2015:10:28:46 +0200] "GET /datafari-mcf-crawler-ui/listjobs.jsp HTTP/1.1" 200 7938
127.0.0.1 - - [30/Apr/2015:10:28:50 +0200] "GET /datafari-mcf-crawler-ui/editjob.jsp?jobid=1430298992331 HTTP/1.1" 200 19706
127.0.0.1 - - [30/Apr/2015:10:28:51 +0200] "POST /datafari-mcf-crawler-ui/execute.jsp HTTP/1.1" 200 19861
127.0.0.1 - - [30/Apr/2015:10:29:04 +0200] "POST /datafari-mcf-crawler-ui/execute.jsp HTTP/1.1" 200 11872
127.0.0.1 - - [30/Apr/2015:10:29:08 +0200] "GET /datafari-mcf-crawler-ui/listjobs.jsp HTTP/1.1" 200 7938
127.0.0.1 - - [30/Apr/2015:10:29:11 +0200] "GET /datafari-mcf-crawler-ui/editjob.jsp?jobid=1430299042382 HTTP/1.1" 200 19697
127.0.0.1 - - [30/Apr/2015:10:29:13 +0200] "POST /datafari-mcf-crawler-ui/execute.jsp HTTP/1.1" 200 19852
127.0.0.1 - - [30/Apr/2015:10:29:24 +0200] "POST /datafari-mcf-crawler-ui/execute.jsp HTTP/1.1" 200 11866
127.0.0.1 - - [30/Apr/2015:10:29:30 +0200] "GET /datafari-mcf-crawler-ui/listjobs.jsp HTTP/1.1" 200 7938
127.0.0.1 - - [30/Apr/2015:10:29:32 +0200] "GET /datafari-mcf-crawler-ui/editjob.jsp?origjobid=1430298822665 HTTP/1.1" 200 19632
127.0.0.1 - - [30/Apr/2015:10:29:39 +0200] "POST /datafari-mcf-crawler-ui/execute.jsp HTTP/1.1" 200 11872
127.0.0.1 - - [30/Apr/2015:10:29:40 +0200] "GET /datafari-mcf-crawler-ui/listjobs.jsp HTTP/1.1" 200 8579
127.0.0.1 - - [30/Apr/2015:10:29:43 +0200] "POST /datafari-mcf-crawler-ui/execute.jsp HTTP/1.1" 200 7938
127.0.0.1 - - [30/Apr/2015:10:29:45 +0200] "GET /datafari-mcf-crawler-ui/editjob.jsp?origjobid=1430298822573 HTTP/1.1" 200 19626
127.0.0.1 - - [30/Apr/2015:10:29:46 +0200] "POST /datafari-solr/FileShare/update?wt=xml&version=2.2 HTTP/1.1" 200 158
127.0.0.1 - - [30/Apr/2015:10:29:46 +0200] "POST /datafari-solr/FileShare/update?wt=xml&version=2.2 HTTP/1.1" 200 158
127.0.0.1 - - [30/Apr/2015:10:29:46 +0200] "POST /datafari-solr/FileShare/update?wt=xml&version=2.2 HTTP/1.1" 200 158
127.0.0.1 - - [30/Apr/2015:10:29:46 +0200] "POST /datafari-solr/FileShare/update?wt=xml&version=2.2 HTTP/1.1" 200 158
127.0.0.1 - - [30/Apr/2015:10:29:46 +0200] "POST /datafari-solr/FileShare/update?wt=xml&version=2.2 HTTP/1.1" 200 158
127.0.0.1 - - [30/Apr/2015:10:29:46 +0200] "POST /datafari-solr/FileShare/update?wt=xml&version=2.2 HTTP/1.1" 200 158
127.0.0.1 - - [30/Apr/2015:10:29:46 +0200] "POST /datafari-solr/FileShare/update?wt=xml&version=2.2 HTTP/1.1" 200 158
127.0.0.1 - - [30/Apr/2015:10:29:46 +0200] "POST /datafari-solr/FileShare/update?wt=xml&version=2.2 HTTP/1.1" 200 158
127.0.0.1 - - [30/Apr/2015:10:29:46 +0200] "POST /datafari-solr/FileShare/update?wt=xml&version=2.2 HTTP/1.1" 200 159
127.0.0.1 - - [30/Apr/2015:10:29:46 +0200] "POST /datafari-mcf-crawler-ui/execute.jsp HTTP/1.1" 200 11868
127.0.0.1 - - [30/Apr/2015:10:29:46 +0200] "POST /datafari-solr/FileShare/update?wt=xml&version=2.2 HTTP/1.1" 200 158
127.0.0.1 - - [30/Apr/2015:10:29:46 +0200] "POST /datafari-solr/FileShare/update?wt=xml&version=2.2 HTTP/1.1" 200 158
127.0.0.1 - - [30/Apr/2015:10:29:46 +0200] "POST /datafari-solr/FileShare/update?wt=xml&version=2.2 HTTP/1.1" 200 158
127.0.0.1 - - [30/Apr/2015:10:29:46 +0200] "POST /datafari-solr/FileShare/update?wt=xml&version=2.2 HTTP/1.1" 200 158
127.0.0.1 - - [30/Apr/2015:10:29:46 +0200] "POST /datafari-solr/FileShare/update?wt=xml&version=2.2 HTTP/1.1" 200 158
127.0.0.1 - - [30/Apr/2015:10:29:46 +0200] "POST /datafari-solr/FileShare/update?wt=xml&version=2.2 HTTP/1.1" 200 158
127.0.0.1 - - [30/Apr/2015:10:29:46 +0200] "POST /datafari-solr/FileShare/update?wt=xml&version=2.2 HTTP/1.1" 200 158
127.0.0.1 - - [30/Apr/2015:10:29:46 +0200] "POST /datafari-solr/FileShare/update?wt=xml&version=2.2 HTTP/1.1" 200 158
127.0.0.1 - - [30/Apr/2015:10:29:46 +0200] "POST /datafari-solr/FileShare/update?wt=xml&version=2.2 HTTP/1.1" 200 158
127.0.0.1 - - [30/Apr/2015:10:29:46 +0200] "POST /datafari-solr/FileShare/update?wt=xml&version=2.2 HTTP/1.1" 200 158
