127.0.0.1 - - [27/May/2015:10:18:05 +0200] "GET / HTTP/1.1" 200 11243
127.0.0.1 - - [27/May/2015:10:18:20 +0200] "GET /Datafari HTTP/1.1" 302 -
127.0.0.1 - - [27/May/2015:10:18:20 +0200] "GET /Datafari/ HTTP/1.1" 200 2581
127.0.0.1 - - [27/May/2015:10:18:20 +0200] "GET /Datafari/css/menu.css HTTP/1.1" 404 993
127.0.0.1 - - [27/May/2015:10:18:20 +0200] "GET /Datafari/css/template.css HTTP/1.1" 304 -
127.0.0.1 - - [27/May/2015:10:18:20 +0200] "GET /Datafari/js/main.js HTTP/1.1" 304 -
127.0.0.1 - - [27/May/2015:10:18:21 +0200] "GET /Datafari/admin HTTP/1.1" 302 -
127.0.0.1 - - [27/May/2015:10:18:21 +0200] "GET /Datafari/admin/ HTTP/1.1" 200 813
127.0.0.1 - admin [27/May/2015:10:18:23 +0200] "POST /Datafari/login.jsp HTTP/1.1" 302 -
127.0.0.1 - - [27/May/2015:10:18:23 +0200] "GET /Datafari/admin HTTP/1.1" 302 -
127.0.0.1 - admin [27/May/2015:10:18:23 +0200] "GET /Datafari/admin/ HTTP/1.1" 200 10738
127.0.0.1 - admin [27/May/2015:10:18:23 +0200] "GET /Datafari/css/mainbis.css HTTP/1.1" 304 -
127.0.0.1 - admin [27/May/2015:10:18:23 +0200] "GET /Datafari/plugins/fancybox/jquery.fancybox.css HTTP/1.1" 404 1041
127.0.0.1 - admin [27/May/2015:10:18:23 +0200] "GET /Datafari/css/style_v2.css HTTP/1.1" 304 -
127.0.0.1 - admin [27/May/2015:10:18:23 +0200] "GET /Datafari/img/devoops_getdata.gif HTTP/1.1" 404 1015
127.0.0.1 - admin [27/May/2015:10:18:23 +0200] "GET /Datafari/admin/img/avatar.jpg HTTP/1.1" 404 1009
127.0.0.1 - admin [27/May/2015:10:18:23 +0200] "GET /Datafari/css/templatebis.css HTTP/1.1" 304 -
127.0.0.1 - admin [27/May/2015:10:18:23 +0200] "GET /Datafari/img/logo.png HTTP/1.1" 404 993
127.0.0.1 - admin [27/May/2015:10:18:23 +0200] "GET /Datafari/admin/ajax/dashboard.html HTTP/1.1" 404 1019
127.0.0.1 - admin [27/May/2015:10:18:25 +0200] "GET /Datafari/ajax/Capsules.html HTTP/1.1" 304 -
127.0.0.1 - admin [27/May/2015:10:18:25 +0200] "GET /Datafari/plugins/jquery/jquery.min.js?_=1432714703240 HTTP/1.1" 200 84245
127.0.0.1 - admin [27/May/2015:10:18:25 +0200] "GET /Datafari/plugins/jquery-ui/jquery-ui.min.js?_=1432714703241 HTTP/1.1" 200 238314
127.0.0.1 - admin [27/May/2015:10:18:26 +0200] "GET /Datafari/admin/? HTTP/1.1" 200 10738
127.0.0.1 - admin [27/May/2015:10:18:27 +0200] "GET /Datafari/plugins/fancybox/jquery.fancybox.css HTTP/1.1" 404 1041
